PersonId,PersonName,PersonAge,CityId
2648  ,Ingrid Portillo     ,46 ,4
2649  ,Alejandra Bocanegra ,45 ,5
2650  ,Marcela Escobar     ,59 ,9
2651  ,Luis Ordoñez       ,12 ,7
2652  ,Melvin Ordoñez     ,30 ,1
2653  ,Dennis Ordoñez     ,21 ,9
2654  ,Michell Andino      ,6  ,4
2655  ,Laura Borjas        ,7  ,4
2656  ,Andrea Escobar      ,75 ,5
2657  ,Ana Vargas          ,4  ,0
2658  ,Carlos Tabora       ,48 ,3
2659  ,Juan Luis Borjas    ,66 ,7
2660  ,Dennis Grito        ,24 ,2
2661  ,Iliana Suazo        ,29 ,2
2662  ,Luis Figueroa       ,4  ,3
2663  ,Ana Borjas          ,51 ,1
2664  ,Josue Luque         ,30 ,6
2665  ,Carlos Figueroa     ,35 ,8
2666  ,Michael Grito       ,38 ,1
2667  ,Josue Figueroa      ,65 ,4
2668  ,Omar Sosa           ,101,3
2669  ,Mary Martínez      ,90 ,4
2670  ,Luis Borjas         ,15 ,4
2671  ,Omar Guevara        ,15 ,9
2672  ,Franklin Guevara    ,1  ,1
2673  ,Jean Carlo Kempe    ,74 ,1
2674  ,Alejandra Figueroa  ,15 ,6
2675  ,Marcela Padgett     ,41 ,8
2676  ,Enrique Velásquez  ,5  ,2
2677  ,Jean Carlo Pinto    ,31 ,7
2678  ,Danilo Rovelo       ,76 ,0
2679  ,Elne Pinto          ,91 ,8
2680  ,Daniel Mendoza      ,101,2
2681  ,Elne Mendoza        ,16 ,8
2682  ,Omar Vargas         ,51 ,3
2683  ,Michell Martínez   ,55 ,7
2684  ,Lester Gonzalez     ,25 ,4
2685  ,Marcela Rodriguez   ,47 ,4
2686  ,Michell Rovelo      ,50 ,5
2687  ,Omar Santos         ,2  ,6
2688  ,Ana Sánchez        ,78 ,8
2689  ,Josue Tabora        ,29 ,2
2690  ,Ana Vargas          ,48 ,9
2691  ,Josue Bocanegra     ,29 ,3
2692  ,Iliana Ordoñez     ,34 ,4
2693  ,Enrique Suazo       ,69 ,1
2694  ,Michell Varela      ,83 ,3
2695  ,Nohelia Sosa        ,97 ,5
2696  ,Michell Velásquez  ,66 ,8
2697  ,Ricardo Luque       ,5  ,1
2698  ,Ricardo Rodriguez   ,50 ,9
2699  ,Carlos Gómez       ,45 ,2
2700  ,Andrea Rojas        ,89 ,5
2701  ,Andrea López       ,72 ,6
2702  ,Luis Andino         ,71 ,9
2703  ,Manuel Padgett      ,74 ,2
2704  ,Alex Sánchez       ,42 ,8
2705  ,Mary Portillo       ,36 ,2
2706  ,Juan Luis Velásquez,103,9
2707  ,Enrique Soto        ,22 ,2
2708  ,Elne López         ,98 ,4
2709  ,Alejandra Varela    ,10 ,0
2710  ,Oswaldo Martínez   ,35 ,5
2711  ,Alex Rojas          ,84 ,2
2712  ,Carl Borjas         ,54 ,4
2713  ,Diego Rovelo        ,35 ,1
2714  ,Andrea Chirinos     ,65 ,4
2715  ,Iliana Suazo        ,54 ,9
2716  ,Omar Grito          ,17 ,4
2717  ,Josue Chirinos      ,1  ,1
2718  ,Franklin Santos     ,17 ,8
2719  ,Danilo Rovelo       ,76 ,9
2720  ,Alex Euceda         ,88 ,3
2721  ,Leonardo Kempe      ,93 ,1
2722  ,Ricardo Kempe       ,89 ,7
2723  ,Danilo Parker       ,104,5
2724  ,Mary Velásquez     ,81 ,9
2725  ,Juan Luis Villela   ,95 ,1
2726  ,Manuel Guevara      ,59 ,4
2727  ,Franklin Rojas      ,79 ,5
2728  ,Leandro Andino      ,91 ,2
2729  ,Marcela Luque       ,36 ,1
2730  ,Ingrid Sosa         ,32 ,1
2731  ,Iliana Nuñez       ,46 ,7
2732  ,Mary Euceda         ,62 ,2
2733  ,Danilo Escobar      ,3  ,9
2734  ,Luis Parker         ,79 ,7
2735  ,Elne Villela        ,77 ,6
2736  ,Erick Chirinos      ,72 ,8
2737  ,Leandro Nuñez      ,74 ,7
2738  ,Danilo Tabora       ,70 ,3
2739  ,Andrea Borjas       ,60 ,9
2740  ,Carlos Matamoros    ,106,1
2741  ,Daniel Rodriguez    ,6  ,4
2742  ,Tania Guevara       ,42 ,7
2743  ,Gerardo Pinto       ,107,4
2744  ,Danilo Galeano      ,99 ,7
2745  ,Michell Borjas      ,43 ,9
2746  ,Richard Varela      ,93 ,2
2747  ,Osman Chirinos      ,53 ,2
2748  ,Jean Carlo Ordoñez ,80 ,3
2749  ,Michell Velásquez  ,34 ,6
2750  ,Juan Luis Suazo     ,97 ,1
2751  ,Franklin Parker     ,43 ,4
2752  ,Mary Figueroa       ,80 ,4
2753  ,Nohelia Escobar     ,52 ,3
2754  ,Michael Padgett     ,54 ,3
2755  ,Reynod Mendoza      ,107,2
2756  ,Iliana Suazo        ,56 ,9
2757  ,Josue Borjas        ,59 ,8
2758  ,David Bocanegra     ,110,7
2759  ,Laura Mejía        ,65 ,2
2760  ,Carl Tabora         ,105,7
2761  ,Danilo Gómez       ,70 ,4
2762  ,Dennis Grito        ,75 ,9
2763  ,Franklin Matamoros  ,28 ,2
2764  ,Leandro Mejía      ,19 ,1
2765  ,Leandro López      ,33 ,8
2766  ,Leonardo Mejía     ,31 ,6
2767  ,Alex Sánchez       ,44 ,9
2768  ,Oswaldo Andino      ,92 ,4
2769  ,Josue López        ,9  ,7
2770  ,Francisco Portillo  ,20 ,5
2771  ,Leandro Kempe       ,5  ,1
2772  ,Oswaldo Martínez   ,29 ,6
2773  ,Elne Tabora         ,59 ,6
2774  ,Diego Rojas         ,66 ,1
2775  ,Andrea Varela       ,74 ,5
2776  ,Carlos Tabora       ,30 ,6
2777  ,Omar Grito          ,67 ,6
2778  ,Danilo Suazo        ,8  ,1
2779  ,Lester Mejía       ,100,9
2780  ,Omar Kempe          ,18 ,2
2781  ,Juan Luis Ordoñez  ,77 ,8
2782  ,Michell Parker      ,64 ,5
2783  ,Miguel Kempe        ,59 ,5
2784  ,Mary Rodriguez      ,68 ,9
2785  ,Laura Martínez     ,44 ,5
2786  ,Carlos Santos       ,49 ,2
2787  ,Francisco Rovelo    ,83 ,7
2788  ,Alex Martínez      ,43 ,8
2789  ,Richard Portillo    ,3  ,9
2790  ,Miguel Borjas       ,23 ,9
2791  ,Reynod Matamoros    ,67 ,7
2792  ,Luis Borjas         ,108,2
2793  ,Osman Guevara       ,50 ,6
2794  ,Franklin Martínez  ,63 ,8
2795  ,Ricardo Matamoros   ,13 ,6
2796  ,Laura Euceda        ,36 ,4
2797  ,Melvin Vargas       ,6  ,7
2798  ,Reynod López       ,33 ,7
2799  ,Manuel Rodriguez    ,35 ,5
2800  ,Leandro Sánchez    ,88 ,6
2801  ,Luis Euceda         ,16 ,1
2802  ,Gerardo Luque       ,33 ,9
2803  ,Diego Mendoza       ,2  ,7
2804  ,Leonardo Soto       ,87 ,8
2805  ,Leonardo Pinto      ,1  ,8
2806  ,Carl Santos         ,2  ,4
2807  ,Laura Mendoza       ,54 ,8
2808  ,Daniel Suazo        ,29 ,4
2809  ,Miguel Mendoza      ,51 ,4
2810  ,Marcela Suazo       ,25 ,8
2811  ,Oswaldo Soto        ,19 ,3
2812  ,Daniel Varela       ,15 ,5
2813  ,Enrique Sánchez    ,82 ,1
2814  ,Michael Bocanegra   ,22 ,4
2815  ,Leonardo Escobar    ,60 ,9
2816  ,Elne Soto           ,15 ,2
2817  ,Michell Chirinos    ,11 ,3
2818  ,Alex Pinto          ,54 ,4
2819  ,Luis Gonzalez       ,78 ,3
2820  ,Iliana Matamoros    ,43 ,8
2821  ,Ana Sosa            ,63 ,1
2822  ,Francisco Figueroa  ,10 ,9
2823  ,Francisco López    ,55 ,9
2824  ,Carlos Mejía       ,64 ,9
2825  ,Lester Gómez       ,2  ,1
2826  ,Francisco Suazo     ,76 ,6
2827  ,Reynod Rodriguez    ,59 ,4
2828  ,Daniel Matamoros    ,14 ,9
2829  ,Danilo Vargas       ,47 ,1
2830  ,Tania Rojas         ,77 ,4
2831  ,Leandro Santos      ,94 ,5
2832  ,Diego Sosa          ,49 ,1
2833  ,Michell Mendoza     ,109,1
2834  ,Ana Mejía          ,5  ,4
2835  ,Diego Nuñez        ,95 ,4
2836  ,Nohelia Padgett     ,36 ,4
2837  ,Andrea Grito        ,92 ,9
2838  ,Ingrid Varela       ,54 ,7
2839  ,Gerardo Sosa        ,81 ,2
2840  ,Lester Mendoza      ,110,2
2841  ,Omar Galo           ,46 ,9
2842  ,David Santos        ,26 ,6
2843  ,Marcela Tabora      ,66 ,5
2844  ,Melvin Tabora       ,71 ,6
2845  ,Michael Rodriguez   ,78 ,1
2846  ,Andrea Grito        ,63 ,2
2847  ,Reynod Padgett      ,92 ,9
2848  ,Ingrid Rodriguez    ,43 ,8
2849  ,Erick Suazo         ,91 ,5
2850  ,Juan Luis López    ,77 ,6
2851  ,Erick Velásquez    ,27 ,3
2852  ,Elne Gonzalez       ,45 ,5
2853  ,Enrique Grito       ,85 ,1
2854  ,Josue Borjas        ,54 ,6
2855  ,Carlos Gómez       ,52 ,3
2856  ,Carl Sánchez       ,95 ,5
2857  ,Tania Figueroa      ,89 ,7
2858  ,Osman Chirinos      ,21 ,6
2859  ,Miguel Nuñez       ,102,8
2860  ,Marcela Chirinos    ,38 ,2
2861  ,Reynod Andino       ,14 ,8
2862  ,Melvin Grito        ,36 ,8
2863  ,Elne Andino         ,37 ,9
2864  ,Iliana Ordoñez     ,73 ,8
2865  ,Alejandra Andino    ,36 ,2
2866  ,David López        ,28 ,2
2867  ,Manuel Santos       ,1  ,5
2868  ,Josue Mendoza       ,83 ,2
2869  ,Leonardo Varela     ,54 ,5
2870  ,Reynod Ordoñez     ,7  ,8
2871  ,Francisco Rovelo    ,91 ,2
2872  ,Dennis Rojas        ,39 ,5
2873  ,Enrique Suazo       ,79 ,4
2874  ,Juan Luis Euceda    ,104,5
2875  ,Oswaldo Sosa        ,77 ,4
2876  ,Reynod Soto         ,76 ,7
2877  ,Gerardo López      ,7  ,4
2878  ,Omar Santos         ,71 ,6
2879  ,Osman Euceda        ,91 ,5
2880  ,Diego López        ,5  ,3
2881  ,Franklin Chirinos   ,30 ,3
2882  ,Gerardo Grito       ,74 ,9
2883  ,Francisco Rojas     ,88 ,6
2884  ,Danilo Tabora       ,47 ,8
2885  ,Danilo Matamoros    ,95 ,2
2886  ,Luis Escobar        ,27 ,7
2887  ,Michael Andino      ,105,9
2888  ,Michael Vargas      ,79 ,1
2889  ,Dennis Velásquez   ,45 ,6
2890  ,Melvin Vargas       ,90 ,5
2891  ,Leandro Padgett     ,66 ,5
2892  ,Erick Borjas        ,110,2
2893  ,Diego Villela       ,32 ,9
2894  ,Michell Galo        ,15 ,8
2895  ,Nohelia Ordoñez    ,19 ,5
2896  ,Jean Carlo Rodriguez,39 ,7
2897  ,Juan Luis Luque     ,43 ,8
2898  ,Leandro Rovelo      ,96 ,3
2899  ,Michael Gonzalez    ,84 ,3
2900  ,Andrea López       ,22 ,4
2901  ,Oswaldo Vargas      ,25 ,1
2902  ,Daniel Rovelo       ,39 ,2
2903  ,Ana Figueroa        ,8  ,3
2904  ,Manuel Grito        ,14 ,1
2905  ,Michael Kempe       ,106,7
2906  ,Ana López          ,22 ,9
2907  ,Miguel Matamoros    ,88 ,1
2908  ,Carl Sosa           ,105,8
2909  ,Erick Rojas         ,32 ,4
2910  ,Gerardo Villela     ,52 ,3
2911  ,Gerardo Santos      ,103,3
2912  ,Richard Vargas      ,37 ,4
2913  ,Michael Rovelo      ,64 ,5
2914  ,Juan Luis Galeano   ,65 ,2
2915  ,Alex Borjas         ,86 ,6
2916  ,Mary Bocanegra      ,15 ,6
2917  ,Tania Gonzalez      ,49 ,5
2918  ,Jean Carlo Grito    ,45 ,4
2919  ,Miguel Galeano      ,38 ,3
2920  ,Omar Villela        ,102,6
2921  ,Danilo Soto         ,106,2
2922  ,Ana Tabora          ,56 ,5
2923  ,Alex Gonzalez       ,107,6
2924  ,Alex Rodriguez      ,106,3
2925  ,Leandro Velásquez  ,55 ,8
2926  ,Gerardo López      ,6  ,6
2927  ,Tania López        ,85 ,3
2928  ,Juan Luis Pinto     ,55 ,9
2929  ,Tania Suazo         ,62 ,7
2930  ,Dennis Matamoros    ,93 ,4
2931  ,Laura Andino        ,73 ,3
2932  ,Nohelia Velásquez  ,36 ,9
2933  ,Danilo Varela       ,69 ,7
2934  ,Leandro Galo        ,57 ,9
2935  ,Lester Mendoza      ,109,4
2936  ,Leonardo Mejía     ,33 ,4
2937  ,Laura Santos        ,56 ,2
2938  ,Mary Borjas         ,4  ,6
2939  ,David Portillo      ,45 ,8
2940  ,Melvin Tabora       ,58 ,6
2941  ,Tania Gonzalez      ,69 ,9
2942  ,Richard Borjas      ,74 ,8
2943  ,Leonardo Mejía     ,52 ,9
2944  ,Michael Luque       ,90 ,9
2945  ,Michael Mendoza     ,25 ,1
2946  ,Omar Euceda         ,30 ,4
2947  ,Nohelia Rojas       ,55 ,3
2948  ,Ingrid Euceda       ,69 ,8
2949  ,Jean Carlo Pinto    ,83 ,1
2950  ,Leandro Santos      ,90 ,9
2951  ,Iliana Padgett      ,20 ,9
2952  ,Carlos Vargas       ,54 ,0
2953  ,Lester Luque        ,104,2
2954  ,Jean Carlo Padgett  ,23 ,1
2955  ,Daniel Vargas       ,63 ,9
2956  ,Ingrid Rovelo       ,16 ,2
2957  ,Iliana Parker       ,13 ,8
2958  ,Melvin Rojas        ,103,2
2959  ,Ana Nuñez          ,75 ,5
2960  ,Melvin Parker       ,110,6
2961  ,Dennis Galo         ,33 ,4
2962  ,Ricardo Rojas       ,1  ,6
2963  ,Oswaldo Soto        ,110,3
2964  ,Francisco Andino    ,3  ,0
2965  ,Ingrid Varela       ,105,4
2966  ,Ana Galo            ,45 ,4
2967  ,Francisco Mejía    ,2  ,3
2968  ,Juan Luis Mejía    ,86 ,8
2969  ,Elne Portillo       ,66 ,6
2970  ,Ana Varela          ,45 ,6
2971  ,Francisco Mendoza   ,94 ,9
2972  ,Oswaldo Andino      ,22 ,8
2973  ,Andrea Soto         ,61 ,4
2974  ,Omar Luque          ,45 ,9
2975  ,Alex Soto           ,107,7
2976  ,David Rodriguez     ,78 ,8
2977  ,Michael Matamoros   ,74 ,1
2978  ,Omar Borjas         ,75 ,4
2979  ,Oswaldo Mendoza     ,40 ,4
2980  ,Iliana Chirinos     ,76 ,2
2981  ,Iliana Martínez    ,31 ,9
2982  ,Michael Suazo       ,47 ,6
2983  ,Dennis Velásquez   ,86 ,4
2984  ,Michael Vargas      ,33 ,5
2985  ,Daniel Escobar      ,91 ,6
2986  ,Diego Galeano       ,95 ,6
2987  ,Leonardo Kempe      ,78 ,6
2988  ,Laura Santos        ,35 ,1
2989  ,Ana Sosa            ,55 ,1
2990  ,Juan Luis Sánchez  ,66 ,5
2991  ,David Vargas        ,9  ,1
2992  ,Luis Nuñez         ,70 ,8
2993  ,Francisco Rovelo    ,9  ,6
2994  ,Carl Santos         ,22 ,2
2995  ,Josue Gómez        ,34 ,2
2996  ,Laura Villela       ,45 ,4
2997  ,Reynod Bocanegra    ,85 ,2
2998  ,Carl Villela        ,94 ,6
2999  ,Leandro Galeano     ,50 ,4
3000  ,Omar Euceda         ,49 ,4
3001  ,Enrique Sánchez    ,92 ,2
3002  ,Miguel Rovelo       ,103,9
3003  ,David Villela       ,59 ,1
3004  ,Leonardo Sánchez   ,107,2
3005  ,Gerardo Mejía      ,49 ,7
3006  ,Carl Guevara        ,45 ,5
3007  ,Alex Sánchez       ,80 ,6
3008  ,Luis Galeano        ,74 ,7
3009  ,Ana Escobar         ,33 ,8
3010  ,Diego Ordoñez      ,71 ,3
3011  ,Erick Sánchez      ,101,4
3012  ,Enrique Pinto       ,37 ,4
3013  ,Alex Pinto          ,41 ,5
3014  ,Ricardo Galo        ,6  ,7
3015  ,Omar Vargas         ,48 ,7
3016  ,Marcela Matamoros   ,27 ,1
3017  ,Nohelia Pinto       ,108,4
3018  ,Reynod Luque        ,22 ,4
3019  ,Oswaldo Tabora      ,88 ,9
3020  ,Marcela Rojas       ,64 ,4
3021  ,Carlos Tabora       ,3  ,5
3022  ,Reynod López       ,25 ,4
3023  ,Ingrid Galeano      ,57 ,4
3024  ,Ricardo Santos      ,46 ,3
3025  ,Francisco Rojas     ,19 ,3
3026  ,Oswaldo Villela     ,64 ,2
3027  ,Lester Escobar      ,99 ,1
3028  ,Diego Guevara       ,40 ,7
3029  ,Michell Rojas       ,38 ,5
3030  ,Michell Ordoñez    ,99 ,5
3031  ,Leandro Guevara     ,79 ,6
3032  ,Marcela Padgett     ,22 ,4
3033  ,Laura Pinto         ,63 ,8
3034  ,Luis Parker         ,99 ,8
3035  ,Enrique Tabora      ,98 ,6
3036  ,Gerardo Nuñez      ,81 ,6
3037  ,Omar Sosa           ,83 ,3
3038  ,David Santos        ,68 ,6
3039  ,Gerardo Galeano     ,30 ,1
3040  ,Francisco Borjas    ,80 ,8
3041  ,Manuel Guevara      ,63 ,2
3042  ,Juan Luis Rodriguez ,109,7
3043  ,Oswaldo Luque       ,51 ,1
3044  ,Enrique Nuñez      ,48 ,8
3045  ,Lester Gonzalez     ,57 ,5
3046  ,Jean Carlo Sánchez ,60 ,2
3047  ,Carl Sánchez       ,75 ,7
3048  ,Juan Luis Portillo  ,36 ,8
3049  ,Miguel Padgett      ,95 ,3
3050  ,Danilo Galo         ,29 ,9
3051  ,Ricardo López      ,29 ,4
3052  ,Leonardo Sosa       ,81 ,2
3053  ,Enrique Villela     ,30 ,5
3054  ,Miguel Rojas        ,46 ,9
3055  ,Josue Tabora        ,44 ,9
3056  ,Diego Tabora        ,36 ,5
3057  ,Gerardo Pinto       ,15 ,7
3058  ,Elne Soto           ,85 ,4
3059  ,Nohelia Nuñez      ,33 ,3
3060  ,Ricardo Gonzalez    ,62 ,6
3061  ,Alejandra Sosa      ,16 ,2
3062  ,Nohelia Portillo    ,32 ,4
3063  ,Alex Kempe          ,37 ,4
3064  ,Andrea Rojas        ,101,7
3065  ,Lester Ordoñez     ,18 ,3
3066  ,Francisco Gonzalez  ,99 ,6
3067  ,Enrique Varela      ,23 ,8
3068  ,Carlos Velásquez   ,30 ,7
3069  ,Carlos Figueroa     ,106,3
3070  ,Richard Borjas      ,10 ,9
3071  ,Nohelia Mendoza     ,89 ,1
3072  ,Michell Galo        ,95 ,6
3073  ,Tania Gonzalez      ,82 ,2
3074  ,Josue Guevara       ,87 ,5
3075  ,Osman Pinto         ,45 ,5
3076  ,Lester Sánchez     ,98 ,9
3077  ,Francisco Tabora    ,7  ,6
3078  ,Omar Chirinos       ,7  ,2
3079  ,Richard Luque       ,104,8
3080  ,Iliana Matamoros    ,24 ,5
3081  ,Michell Luque       ,93 ,4
3082  ,Ingrid Gómez       ,2  ,2
3083  ,Juan Luis Rodriguez ,45 ,1
3084  ,Reynod Rovelo       ,85 ,2
3085  ,Laura Rodriguez     ,54 ,9
3086  ,Danilo Ordoñez     ,27 ,9
3087  ,Alex Chirinos       ,15 ,8
3088  ,Osman Rojas         ,5  ,2
3089  ,Ingrid Martínez    ,27 ,5
3090  ,Diego Villela       ,91 ,9
3091  ,Nohelia Portillo    ,79 ,3
3092  ,Leandro Santos      ,13 ,5
3093  ,Erick Grito         ,59 ,8
3094  ,Ricardo Mejía      ,8  ,3
3095  ,Enrique López      ,68 ,9
3096  ,Iliana Galo         ,68 ,9
3097  ,Danilo Tabora       ,11 ,1
3098  ,Ingrid Rodriguez    ,110,6
3099  ,Iliana Escobar      ,15 ,6
3100  ,Juan Luis Galeano   ,76 ,1
3101  ,Manuel Rovelo       ,36 ,4
3102  ,Richard Soto        ,61 ,7
3103  ,Ingrid Martínez    ,107,7
3104  ,Enrique Soto        ,83 ,7
3105  ,Danilo Soto         ,32 ,6
3106  ,Alex Matamoros      ,95 ,8
3107  ,Josue Vargas        ,21 ,3
3108  ,Marcela Kempe       ,54 ,7
3109  ,Erick Galo          ,43 ,5
3110  ,Diego Galeano       ,37 ,8
3111  ,Lester Suazo        ,57 ,7
3112  ,Manuel Andino       ,15 ,5
3113  ,Ricardo Guevara     ,32 ,5
3114  ,Luis Sosa           ,32 ,5
3115  ,Danilo Gonzalez     ,96 ,9
3116  ,Omar Suazo          ,51 ,2
3117  ,Alejandra Mejía    ,4  ,8
3118  ,Juan Luis Padgett   ,58 ,6
3119  ,Luis Euceda         ,6  ,0
3120  ,Osman Mejía        ,75 ,1
3121  ,Daniel Escobar      ,93 ,3
3122  ,Iliana Figueroa     ,76 ,5
3123  ,Michell Figueroa    ,73 ,2
3124  ,Miguel Galo         ,100,3
3125  ,Josue Andino        ,97 ,8
3126  ,Danilo Mejía       ,106,2
3127  ,Gerardo Escobar     ,108,4
3128  ,Marcela Chirinos    ,7  ,7
3129  ,Michell Bocanegra   ,81 ,9
3130  ,Michael Martínez   ,5  ,4
3131  ,Marcela López      ,97 ,5
3132  ,Diego Santos        ,85 ,3
3133  ,Gerardo Borjas      ,36 ,8
3134  ,Omar Borjas         ,105,9
3135  ,Andrea Euceda       ,8  ,8
3136  ,Leonardo Ordoñez   ,55 ,6
3137  ,Manuel Martínez    ,75 ,4
3138  ,Danilo Suazo        ,19 ,6
3139  ,Leandro Mejía      ,24 ,8
3140  ,Iliana Sosa         ,36 ,3
3141  ,Jean Carlo Gonzalez ,8  ,6
3142  ,Ricardo Varela      ,23 ,5
3143  ,Ingrid Portillo     ,103,9
3144  ,Lester Matamoros    ,83 ,9
3145  ,Diego Grito         ,74 ,5
3146  ,Lester Figueroa     ,101,5
3147  ,Francisco Soto      ,94 ,1
3148  ,Nohelia Mendoza     ,91 ,7
3149  ,Tania Santos        ,56 ,7
3150  ,Daniel Rovelo       ,36 ,8
3151  ,Ingrid Mejía       ,73 ,8
3152  ,Erick Gómez        ,3  ,4
3153  ,Alejandra Kempe     ,70 ,7
3154  ,Osman Kempe         ,11 ,6
3155  ,Elne Nuñez         ,62 ,2
3156  ,Reynod Pinto        ,93 ,2
3157  ,Elne Portillo       ,84 ,1
3158  ,Manuel Santos       ,16 ,3
3159  ,Lester Figueroa     ,80 ,2
3160  ,Omar Figueroa       ,30 ,6
3161  ,Leandro Gómez      ,47 ,3
3162  ,Nohelia Bocanegra   ,8  ,3
3163  ,Laura Velásquez    ,105,3
3164  ,Iliana Pinto        ,46 ,3
3165  ,Manuel Guevara      ,34 ,5
3166  ,Leonardo Euceda     ,26 ,5
3167  ,Leandro Chirinos    ,46 ,9
3168  ,Michell Parker      ,1  ,1
3169  ,Leandro Rojas       ,31 ,1
3170  ,Jean Carlo Escobar  ,59 ,3
3171  ,Michael Portillo    ,100,3
3172  ,Richard Kempe       ,34 ,9
3173  ,Osman Andino        ,27 ,6
3174  ,Richard Tabora      ,79 ,6
3175  ,Ricardo Padgett     ,57 ,5
3176  ,Ingrid Gonzalez     ,8  ,5
3177  ,Francisco Sánchez  ,27 ,3
3178  ,Josue Kempe         ,93 ,2
3179  ,Daniel Matamoros    ,85 ,2
3180  ,Reynod Escobar      ,81 ,8
3181  ,Ingrid Pinto        ,29 ,7
3182  ,Ricardo Rojas       ,42 ,9
3183  ,Leandro Figueroa    ,20 ,3
3184  ,Erick Suazo         ,7  ,2
3185  ,Melvin Rodriguez    ,73 ,4
3186  ,Tania Nuñez        ,10 ,4
3187  ,Leandro Soto        ,92 ,2
3188  ,Alejandra Padgett   ,77 ,8
3189  ,Francisco Sánchez  ,48 ,7
3190  ,Diego Rojas         ,25 ,1
3191  ,Nohelia Suazo       ,44 ,5
3192  ,Ana Portillo        ,13 ,1
3193  ,Marcela Guevara     ,73 ,4
3194  ,David Bocanegra     ,90 ,9
3195  ,Danilo Portillo     ,75 ,8
3196  ,Tania Soto          ,55 ,5
3197  ,Andrea Martínez    ,83 ,7
3198  ,Nohelia Vargas      ,25 ,6
3199  ,Ingrid Galeano      ,71 ,9
3200  ,Franklin Guevara    ,6  ,6
3201  ,Lester Suazo        ,62 ,1
3202  ,Manuel Guevara      ,101,5
3203  ,Jean Carlo Luque    ,62 ,1
3204  ,Leandro López      ,22 ,6
3205  ,Tania Luque         ,56 ,1
3206  ,Nohelia Sánchez    ,78 ,4
3207  ,Juan Luis Portillo  ,73 ,1
3208  ,Jean Carlo Martínez,96 ,7
3209  ,Franklin Pinto      ,78 ,3
3210  ,Laura Grito         ,13 ,5
3211  ,Nohelia Rojas       ,16 ,9
3212  ,Luis Matamoros      ,11 ,4
3213  ,Melvin Mendoza      ,61 ,2
3214  ,Reynod Figueroa     ,68 ,8
3215  ,Carl Figueroa       ,38 ,6
3216  ,Oswaldo Suazo       ,64 ,2
3217  ,Leonardo Martínez  ,66 ,8
3218  ,Ricardo Velásquez  ,68 ,7
3219  ,Osman Nuñez        ,100,7
3220  ,Manuel Kempe        ,64 ,5
3221  ,Gerardo Varela      ,41 ,9
3222  ,Erick Figueroa      ,40 ,5
3223  ,Jean Carlo Parker   ,57 ,2
3224  ,Enrique Gonzalez    ,56 ,9
3225  ,Miguel Mejía       ,88 ,9
3226  ,Juan Luis Santos    ,26 ,4
3227  ,Leandro Gonzalez    ,63 ,7
3228  ,Lester Gonzalez     ,3  ,4
3229  ,Laura Andino        ,16 ,5
3230  ,Miguel Luque        ,110,6
3231  ,Manuel Parker       ,105,2
3232  ,Reynod Guevara      ,70 ,2
3233  ,Ana Galo            ,86 ,4
3234  ,Diego Borjas        ,16 ,1
3235  ,Marcela Matamoros   ,80 ,7
3236  ,Danilo Velásquez   ,99 ,3
3237  ,Carl Pinto          ,23 ,8
3238  ,Ingrid Sánchez     ,14 ,1
3239  ,Oswaldo Parker      ,100,5
3240  ,Marcela Chirinos    ,29 ,6
3241  ,Michael Escobar     ,21 ,5
3242  ,Erick Bocanegra     ,53 ,8
3243  ,Richard Mendoza     ,33 ,9
3244  ,Osman Luque         ,88 ,1
3245  ,Miguel Euceda       ,106,8
3246  ,Danilo Matamoros    ,110,3
3247  ,Ricardo Tabora      ,26 ,1
3248  ,Andrea Galeano      ,76 ,5
3249  ,Osman Vargas        ,91 ,9
3250  ,Carl Andino         ,57 ,0
3251  ,Michael Villela     ,8  ,2
3252  ,Lester Vargas       ,18 ,7
3253  ,Luis Rojas          ,5  ,1
3254  ,Danilo Mendoza      ,33 ,8
3255  ,Omar Matamoros      ,19 ,9
3256  ,Diego Chirinos      ,47 ,8
3257  ,Danilo Santos       ,21 ,3
3258  ,Osman Rovelo        ,28 ,4
3259  ,Francisco Andino    ,105,5
3260  ,Oswaldo Bocanegra   ,98 ,2
3261  ,Ricardo Nuñez      ,79 ,4
3262  ,Erick Tabora        ,30 ,7
3263  ,Carl Figueroa       ,84 ,5
3264  ,Francisco Andino    ,70 ,7
3265  ,Ana Pinto           ,57 ,9
3266  ,Osman Portillo      ,29 ,7
3267  ,Tania Euceda        ,77 ,1
3268  ,Miguel Rodriguez    ,46 ,1
3269  ,Miguel Martínez    ,92 ,3
3270  ,Diego Rodriguez     ,101,3
3271  ,Laura Martínez     ,51 ,5
3272  ,Nohelia Mendoza     ,3  ,8
3273  ,Ricardo Galeano     ,19 ,8
3274  ,Mary Tabora         ,96 ,1
3275  ,Danilo Nuñez       ,83 ,9
3276  ,Nohelia Escobar     ,91 ,7
3277  ,Franklin Varela     ,93 ,9
3278  ,Iliana Grito        ,50 ,6
3279  ,Dennis Figueroa     ,44 ,1
3280  ,Oswaldo Pinto       ,8  ,9
3281  ,Leonardo Euceda     ,64 ,4
3282  ,Reynod Nuñez       ,69 ,6
3283  ,Leonardo Escobar    ,83 ,5
3284  ,Dennis Vargas       ,73 ,5
3285  ,David Figueroa      ,66 ,8
3286  ,Elne Velásquez     ,9  ,3
3287  ,Daniel Varela       ,110,2
3288  ,Ingrid Grito        ,62 ,2
3289  ,Michell Chirinos    ,48 ,2
